	230.659	227.753	227.161	231.678	229.046	226.768	231.985	232.809	231.883	231.678
	229.850	236.059	232.706	236.059	235.635	236.912	234.266	237.234	235.635	231.678
	238.964	237.772	234.057	237.772	238.638	237.234	239.182	236.485	237.988	235.741
	238.096	234.896	232.809	238.204	237.664	238.421	238.421	238.529	232.603	236.698
	238.746	239.182	236.272	235.529	236.592	240.058	238.964	238.855	238.312	239.291
	238.204	238.204	233.848	236.698	233.016	236.592	237.341	237.019	237.341	237.019
	237.988	238.855	236.165	238.312	238.638	232.913	239.182	238.638	239.182	238.855
	235.423	238.529	235.106	238.746	238.964	238.312	239.948	237.019	238.529	237.772
	237.988	238.096	236.698	238.855	239.510	238.964	237.880	239.182	239.729	238.964
	238.638	239.838	234.896	239.838	239.073	239.291	239.073	237.988	232.603	238.638
	238.204	238.312	234.266	236.698	237.880	237.556	235.001	237.341	237.556	238.964
	238.964	239.182	235.001	239.400	235.001	237.880	238.312	238.529	238.746	239.182
	238.204	238.421	236.485	239.948	239.619	233.848	237.449	238.964	238.855	238.421
	232.809	239.182	233.848	240.058	239.838	239.510	237.664	237.556	238.204	238.964
	236.165	237.556	234.161	205.120	237.664	236.378	237.019	237.449	237.341	237.449
	239.291	239.291	235.953	236.805	239.400	239.073	238.312	239.838	232.913	238.204
	239.510	238.638	235.106	238.529	239.182	238.096	237.664	237.449	238.204	238.529
	238.746	239.291	236.059	238.964	233.535	239.073	239.510	238.204	237.234	239.838
	239.729	239.073	235.953	238.638	238.964	235.212	230.963	239.948	239.291	239.073
	233.016	237.341	233.120	238.096	237.341	238.312	233.952	236.378	239.182	236.912
	241.718	239.400	233.535	238.964	238.421	239.510	235.953	237.127	239.400	239.182
	242.053	237.449	234.475	238.964	239.619	239.619	234.475	235.635	234.790	240.058
	241.496	239.948	235.106	237.341	239.291	239.073	234.475	238.746	238.964	238.746
	234.161	193.107	226.278	206.331	192.258	197.620	220.381	205.361	218.089	197.471
	242.165	237.449	235.001	238.529	238.964	232.088	234.685	236.165	238.638	238.855
	236.592	239.619	234.371	238.746	239.073	236.165	234.580	238.638	239.182	237.341
	242.053	238.855	235.001	236.805	239.510	239.510	234.371	240.058	238.746	237.234
	241.830	238.964	235.953	238.638	238.855	239.400	233.120	238.421	232.809	238.746
	240.719	238.855	231.780	236.378	238.638	238.312	234.161	237.772	237.988	238.096
	241.496	238.421	235.953	239.619	234.790	237.341	235.317	238.855	238.421	237.449
	241.496	238.204	234.685	240.058	238.204	235.317	235.106	237.127	239.510	239.182
	238.096	238.312	235.423	239.073	238.312	239.400	232.809	237.127	239.619	239.948
	242.053	239.073	186.115	239.619	189.684	190.028	192.046	190.997	186.512	186.446
	238.746	236.698	235.529	235.953	237.234	236.592	231.883	235.953	232.294	238.096
	241.830	236.592	236.059	237.341	239.073	238.529	233.224	237.772	237.127	238.638
	241.941	238.746	234.685	237.449	231.678	238.746	236.485	236.485	238.964	238.855
	242.389	237.664	235.317	238.964	238.529	235.317	232.809	238.421	239.182	237.988
	235.106	205.683	231.575	183.253	236.592	238.421	232.191	236.272	237.880	237.664
	242.613	239.729	233.848	237.880	238.529	237.449	234.266	238.746	238.421	237.988
	238.855	237.019	234.790	237.664	240.168	239.291	233.952	237.341	233.952	239.182
	242.277	240.499	235.847	239.291	238.421	237.664	234.057	237.127	237.019	238.638
	243.628	241.162	180.167	238.746	233.327	237.772	179.305	236.805	173.375	238.746
	240.941	239.729	232.913	235.529	235.529	232.809	233.327	237.556	238.421	235.953
	237.556	241.273	235.529	237.880	236.165	238.312	234.475	236.912	237.449	236.912
	241.607	241.718	236.059	238.638	237.556	236.592	233.327	236.592	237.664	237.449
	242.389	242.501	236.698	239.619	236.592	238.855	233.327	237.556	234.161	239.838
	241.941	241.830	233.848	168.202	181.855	181.477	231.575	184.348	237.341	185.851
	240.941	239.838	234.161	237.988	233.327	239.073	233.639	238.421	238.746	236.165
	241.384	241.273	235.635	237.880	237.127	233.848	234.896	238.529	238.529	236.165
	238.964	242.277	234.790	238.421	237.449	237.664	232.397	238.529	237.988	239.400
	237.880	243.176	162.822	239.291	239.619	237.556	167.504	238.855	236.698	237.449
	240.499	181.101	235.317	224.438	238.204	237.556	234.161	235.953	232.809	234.790
	241.162	242.501	235.106	236.912	236.698	239.182	232.603	237.556	238.638	237.341
	241.607	241.718	233.327	236.592	234.580	238.421	233.224	237.127	237.449	238.638
	243.176	242.838	235.635	237.234	238.529	235.001	234.161	237.127	237.556	238.204
	237.880	243.628	232.913	239.182	157.160	155.575	233.535	156.737	162.670	157.822
	240.388	240.278	231.985	237.127	237.341	237.664	232.500	235.953	236.912	235.423
	242.501	241.051	236.059	237.664	237.449	238.964	233.016	237.664	234.057	237.019
	242.053	242.277	235.635	238.204	239.510	239.291	233.535	238.855	237.772	238.638
	242.053	242.950	152.143	238.312	232.397	238.421	160.234	239.073	237.772	238.421
	241.941	241.718	237.772	147.520	236.165	232.088	233.848	235.847	235.212	235.847
	236.698	240.278	237.988	237.880	237.556	238.855	234.266	235.953	237.988	237.772
	242.165	241.607	237.988	238.096	239.291	238.312	233.120	238.421	237.772	236.485
	241.718	240.941	239.073	238.855	239.073	237.772	232.294	238.964	232.706	238.204
	241.941	241.941	236.912	239.073	235.741	236.698	232.500	238.746	148.145	238.204
	240.830	182.869	239.182	235.212	230.760	236.698	231.883	236.378	237.449	233.535
	241.830	242.725	239.182	235.953	237.772	234.896	234.896	238.204	237.988	237.772
	237.341	241.941	238.204	238.529	238.312	238.421	232.913	238.312	238.421	238.312
	242.389	242.838	238.421	238.964	236.805	238.529	144.471	238.312	238.204	236.805
	242.613	242.165	237.664	142.353	139.253	139.922	231.780	134.191	231.575	138.884
	241.162	240.388	239.400	237.341	235.741	236.272	235.423	236.805	237.019	237.234
	241.162	241.718	238.529	237.664	233.535	238.204	233.120	237.988	237.664	237.880
	242.389	241.496	239.073	237.664	237.234	234.475	233.639	237.880	237.880	238.421
	238.312	242.950	147.645	238.204	236.805	237.772	234.790	238.964	238.638	239.073
	241.273	241.607	237.664	233.639	236.378	237.019	230.963	237.234	234.057	236.272
	10.639	11.423	27.743	26.801	24.752	26.716	18.654	25.415	27.732	26.008
	234.161	233.327	52.110	59.201	57.049	27.289	49.970	26.023	25.448	47.762
	234.161	26.746	25.861	24.053	22.070	58.364	22.341	51.160	23.104	15.667
	240.058	234.266	64.385	59.707	64.298	17.094	51.010	23.493	47.173	50.837
	21.457	48.415	21.726	24.993	15.712	64.464	26.046	48.780	15.552	22.598
	233.016	235.423	26.095	59.456	24.663	21.575	49.063	22.868	25.190	55.977
	239.729	28.324	52.718	22.741	70.984	17.564	23.120	65.446	27.905	22.607
	241.384	236.165	16.707	75.545	41.616	54.939	56.606	15.841	45.789	44.589
	16.872	27.295	52.867	21.172	26.072	23.541	23.311	57.155	22.505	23.932
	233.848	233.848	26.830	50.783	46.152	26.326	52.745	16.080	64.472	29.080
	232.706	66.635	55.757	22.890	23.189	25.848	21.794	52.544	15.223	18.033
	240.388	235.741	15.777	46.895	50.966	46.932	57.881	22.217	56.606	55.846
	17.777	24.358	22.142	15.839	23.673	24.253	22.620	64.527	21.765	22.186
	232.397	233.016	231.678	51.740	51.522	59.375	29.038	21.988	51.025	52.894
	240.058	27.217	51.848	21.934	23.556	22.644	28.489	52.116	22.694	23.298
	238.529	232.500	230.963	233.848	54.928	53.966	26.177	15.976	54.818	51.250
	16.697	22.119	61.979	49.526	23.161	25.913	25.637	26.373	14.759	24.441
	234.161	233.327	14.595	221.498	43.785	17.231	25.296	27.976	24.626	70.830
	239.838	241.384	230.557	28.780	22.203	79.078	47.284	59.659	43.763	39.426
	241.941	25.156	28.312	52.809	62.706	36.232	23.391	22.676	20.673	52.809
	37.215	232.913	47.985	23.819	15.806	29.630	46.962	18.110	43.950	16.557
	49.851	240.499	232.500	25.234	26.878	27.939	15.613	30.827	22.538	26.610
	9.402	23.536	22.453	43.183	44.696	55.439	50.257	32.443	47.408	28.987
	234.790	233.224	226.866	233.327	16.807	21.643	22.533	27.167	21.459	55.680
	240.058	240.719	24.929	20.574	46.030	56.453	29.731	51.235	53.362	16.233
	164.766	111.860	231.269	234.371	21.588	22.362	51.330	24.049	14.313	58.131
	240.168	23.182	24.391	63.774	30.703	43.866	22.492	28.810	42.097	15.620
	240.388	21.246	227.555	21.342	52.671	26.220	30.617	49.132	12.634	28.054
	20.056	233.327	26.460	232.706	23.921	42.213	52.671	23.944	23.398	53.351
	231.780	22.714	228.547	27.884	71.722	23.741	15.256	52.444	20.796	23.461
	13.602	236.165	29.149	229.247	55.287	52.554	30.154	24.154	23.753	50.281
	234.161	22.669	21.695	35.163	44.780	22.765	47.797	55.240	24.451	21.466
	235.317	233.224	234.266	58.028	24.100	41.448	23.212	23.389	47.228	28.236
	239.948	240.499	44.344	22.843	62.333	15.924	43.763	27.328	20.810	29.909
	241.496	28.605	234.371	56.447	21.131	49.648	20.402	69.756	23.319	63.235
	227.753	234.371	60.520	14.539	23.644	17.785	27.591	37.036	41.165	23.729
	21.914	225.500	18.597	231.575	24.528	72.385	44.393	47.766	14.192	28.472
	47.309	24.458	231.780	26.102	25.287	48.254	20.728	24.426	46.723	26.179
	22.853	220.845	52.766	230.456	32.048	53.718	24.699	44.446	20.066	65.056
	48.055	235.423	36.753	79.413	62.594	19.218	43.165	20.326	45.614	23.653
	20.839	26.154	233.848	16.965	14.735	50.032	18.870	29.148	20.967	65.790
	13.679	232.809	21.599	54.905	46.172	15.122	24.433	27.420	25.077	37.997
	220.474	223.196	231.371	13.447	15.514	47.954	49.201	47.692	25.858	59.355
	234.896	26.608	63.619	231.473	16.934	24.249	13.481	23.331	48.321	23.078
	225.986	219.919	233.639	77.294	229.850	56.563	45.701	42.043	21.270	49.178
	222.911	236.378	14.797	23.541	50.680	16.211	19.623	24.282	58.015	25.635
	19.911	116.950	231.269	58.267	28.093	51.165	45.753	47.893	20.757	50.166
	233.120	25.754	21.187	24.663	46.241	22.374	22.865	23.574	41.726	16.735
	223.767	26.679	220.659	48.998	14.739	29.736	44.589	48.419	15.407	51.740
	174.297	18.695	56.704	21.972	22.670	49.737	15.003	14.412	49.756	22.386
	224.342	221.125	49.733	37.726	230.862	15.267	47.662	51.095	21.778	59.591
	232.809	232.397	24.096	233.744	27.507	45.590	20.370	21.855	58.377	20.945
	224.919	23.513	38.468	65.169	49.132	23.380	28.684	26.266	22.531	42.638
	12.219	222.250	219.643	24.045	13.971	25.069	7.557	11.574	9.369	10.503
	220.567	235.212	35.694	24.054	230.963	46.323	20.908	18.334	16.170	16.790
	236.059	93.123	44.639	227.555	27.217	14.899	29.017	16.429	13.868	22.339
	239.838	12.981	222.816	27.379	22.405	54.813	13.218	19.279	13.537	21.112
	230.862	231.473	16.738	230.557	20.398	21.699	19.492	18.855	31.538	15.211
	223.386	225.112	221.498	26.029	232.191	21.372	24.929	17.654	16.564	21.848
	36.018	18.521	63.427	231.678	20.460	231.985	24.636	24.653	17.041	15.968
	219.000	231.065	221.592	94.262	230.253	50.533	47.067	19.248	23.267	26.547
	224.342	237.556	14.864	13.540	78.674	22.231	16.933	15.916	21.385	17.441
	237.234	231.780	219.551	232.809	12.725	45.400	26.177	16.465	25.833	23.252
	231.575	132.229	115.126	21.556	230.862	15.598	12.595	25.497	22.103	19.202
	207.721	24.696	224.246	232.500	45.821	19.910	18.350	18.722	19.249	17.450
	23.056	60.907	16.077	26.034	231.678	25.771	67.276	15.094	18.205	14.139
	220.474	24.224	24.325	231.269	41.272	43.716	16.241	15.177	24.776	17.339
	224.246	60.625	220.659	71.012	227.753	14.299	17.837	18.583	15.366	16.839
	157.491	11.997	76.282	13.632	25.605	225.597	59.234	16.388	16.072	17.695
	196.362	233.535	25.011	231.167	229.548	48.780	12.559	15.688	16.929	29.030
	238.638	225.016	20.968	24.852	74.072	13.100	18.818	19.772	12.946	14.540
	239.948	222.911	231.985	218.818	19.734	226.866	20.142	24.638	20.239	16.331
	30.368	22.638	222.250	25.351	227.062	22.483	12.353	11.478	12.582	15.236
	13.689	221.498	30.882	218.089	92.142	231.575	14.859	17.335	16.921	27.291
