,,BW,32.151,MB/s
,,BW,36.277,MB/s
,,BW,37.260,MB/s
,,BW,36.220,MB/s
,,BW,37.289,MB/s
,,BW,37.313,MB/s
,,BW,36.245,MB/s
,,BW,37.281,MB/s
,,BW,36.290,MB/s
,,BW,37.315,MB/s
,,BW,37.257,MB/s
,,BW,36.232,MB/s
,,BW,37.254,MB/s
,,BW,36.245,MB/s
,,BW,37.291,MB/s
,,BW,37.278,MB/s
,,BW,36.262,MB/s
,,BW,37.307,MB/s
,,BW,36.252,MB/s
,,BW,37.278,MB/s
,,BW,37.307,MB/s
,,BW,36.277,MB/s
,,BW,37.204,MB/s
,,BW,36.343,MB/s
,,BW,37.302,MB/s
,,BW,37.246,MB/s
,,BW,36.217,MB/s
,,BW,37.291,MB/s
,,BW,36.303,MB/s
,,BW,37.244,MB/s
,,BW,36.222,MB/s
,,BW,37.337,MB/s
,,BW,37.233,MB/s
,,BW,36.285,MB/s
,,BW,37.273,MB/s
,,BW,36.245,MB/s
,,BW,37.231,MB/s
,,BW,37.390,MB/s
,,BW,36.290,MB/s
,,BW,37.223,MB/s
,,BW,36.308,MB/s
,,BW,37.350,MB/s
,,BW,37.318,MB/s
,,BW,36.250,MB/s
,,BW,37.231,MB/s
,,BW,36.232,MB/s
,,BW,37.337,MB/s
,,BW,37.361,MB/s
,,BW,36.245,MB/s
,,BW,37.233,MB/s
,,BW,36.378,MB/s
,,BW,37.125,MB/s
,,BW,37.347,MB/s
,,BW,36.250,MB/s
,,BW,37.194,MB/s
,,BW,36.280,MB/s
,,BW,37.313,MB/s
,,BW,37.353,MB/s
,,BW,36.137,MB/s
,,BW,37.265,MB/s
,,BW,36.277,MB/s
,,BW,37.265,MB/s
,,BW,37.291,MB/s
,,BW,36.232,MB/s
,,BW,37.260,MB/s
,,BW,36.222,MB/s
,,BW,37.395,MB/s
,,BW,37.254,MB/s
,,BW,36.255,MB/s
,,BW,37.265,MB/s
,,BW,36.240,MB/s
,,BW,37.310,MB/s
,,BW,37.265,MB/s
,,BW,36.272,MB/s
,,BW,37.212,MB/s
,,BW,36.323,MB/s
,,BW,37.294,MB/s
,,BW,36.242,MB/s
,,BW,37.231,MB/s
,,BW,37.278,MB/s
,,BW,36.295,MB/s
,,BW,37.260,MB/s
,,BW,36.267,MB/s
,,BW,37.188,MB/s
,,BW,37.289,MB/s
,,BW,36.396,MB/s
,,BW,37.220,MB/s
,,BW,36.240,MB/s
,,BW,37.307,MB/s
,,BW,37.217,MB/s
,,BW,36.313,MB/s
,,BW,37.204,MB/s
,,BW,36.272,MB/s
,,BW,37.236,MB/s
,,BW,37.339,MB/s
,,BW,36.315,MB/s
,,BW,37.257,MB/s
,,BW,36.227,MB/s
,,BW,37.228,MB/s
,,BW,37.345,MB/s
,,BW,36.242,MB/s
,,BW,37.260,MB/s
,,BW,36.245,MB/s
,,BW,37.299,MB/s
,,BW,37.342,MB/s
,,BW,36.230,MB/s
,,BW,37.257,MB/s
,,BW,36.275,MB/s
,,BW,37.228,MB/s
,,BW,37.347,MB/s
,,BW,36.232,MB/s
,,BW,37.313,MB/s
,,BW,36.255,MB/s
,,BW,37.260,MB/s
,,BW,37.382,MB/s
,,BW,36.310,MB/s
,,BW,37.165,MB/s
,,BW,36.250,MB/s
,,BW,37.265,MB/s
,,BW,37.307,MB/s
,,BW,36.240,MB/s
,,BW,37.246,MB/s
,,BW,36.350,MB/s
,,BW,37.209,MB/s
,,BW,36.292,MB/s
,,BW,37.239,MB/s
,,BW,37.289,MB/s
,,BW,36.240,MB/s
,,BW,37.307,MB/s
